	author	title	text
650	Rousseau	Julie	Il faut, chère Julie, que je te parle encore de ton portrait ; non plus dans ce premier enchantement auquel tu fus si sensible, mais au contraire avec le regret d'un homme abusé par un faux espoir, et que rien ne peut dédommager de ce qu'il a perdu. Ton portrait a de la grâce et de la beauté, même de la tienne; il est assez ressemblant, // et peint par un habile homme; mais pour en être content, il faudrait ne te pas connaître.##La première chose que je lui reproche est de te ressembler et de n'être pas toi, d'avoir ta figure et d'être insensible. Vainement le peintre a cru rendre exactement tes yeux et tes traits ; il n'a point rendu ce doux sentiment qui les vivifie, et sans lequel, tout charmants qu'ils sont, ils ne seraient rien. C'est dans ton coeur, ma Julie, qu'est le fard de ton visage, et celui-là ne s'imite point. Ceci tient, je l'avoue, à l'insuffisance de l'art; mais c'est au moins la faute de l'artiste de n'avoir pas été exact en tout ce qui dépendait de lui. Par exemple, il a placé la racine des cheveux trop loin des tempes, ce qui donne au front un contour moins agréable, et moins de finesse au regard. Il a oublié les rameaux de pourpre que font à cet endroit deux ou trois petites veines sous la peau, à peu près comme dans ces fleurs d'iris que nous considérions un jour au jardin de Clarens. Le coloris des joues est trop près des yeux, et ne se fond pas délicieusement en couleur de rose vers le bas du visage comme sur le modèle; on dirait que c'est du rouge artificiel plaqué comme le carmin des femmes de ce pays. Ce défaut n'est pas peu de chose, car il te rend l'oeil moins doux et l'air plus hardi. ##Mais, dis-moi, qu'a-t-il fait de ces nichées d'amours qui se cachent aux deux coins de ta bouche, et que dans mes jours fortunés j'osais réchauffer quelquefois de la mienne? Il n'a point donné leur grâce à ces coins, il n'a pas mis à cette bouche ce tour agréable et sérieux qui change tout à coup à ton moindre sourire, et porte au coeur je ne sais quel enchantement inconnu, je ne sais quel soudain ravissement que rien ne peut exprimer. Il est vrai que ton portrait ne peut passer du sérieux au sourire. Ah! c'est précisément de quoi je me plains : pour pouvoir exprimer tous tes charmes, il faudrait te peindre dans tous les instants de ta vie.##Passons au peintre d'avoir omis quelques beautés; mais en quoi il n'a pas fait moins de tort à ton visage, c'est d'avoir omis les défauts. Il n'a point fait cette tache presque imperceptible que tu as sous l'oeil droit, ni celle qui est au cou du côté gauche. Il n'a point mis... ô dieux! cet homme était-il de bronze?... il a oublié la petite cicatrice qui t'est restée sous la lèvre. Il t'a fait les cheveux et les sourcils de la même couleur, ce qui n'est // pas: les sourcils sont plus châtains, et les cheveux plus cendrés:##Bionda testa, occhi azurri, e bruno ciglio.##Il a fait le bas du visage exactement ovale; il n'a pas remarqué cette légère sinuosité qui, séparant le menton des joues, rend leur contour moins régulier et plus gracieux. Voilà les défauts les plus sensibles. Il en a omis beaucoup d'autres, et je lui en sais fort mauvais gré; car ce n'est pas seulement de tes beautés que je suis amoureux, mais de toi tout entière telle que tu es. Si tu ne veux pas que le pinceau te prête rien, moi, je ne veux pas qu'il t'ôte rien; et mon coeur se soucie aussi peu des attraits que tu n'as pas, qu'il est jaloux de ce qui tient leur place.##Quant à l'ajustement, je le passerai d'autant moins que, parée ou négligée, je t'ai toujours vue mise avec beaucoup plus de goût que tu ne l'es dans ton portrait. La coiffure est trop chargée: on me dira qu'il n'y a que des fleurs; eh bien! ces fleurs sont de trop. Te souviens-tu de ce bal où tu portais ton habit à la valaisane, et où ta cousine dit que je dansais en philosophe? Tu n'avais pour toute coiffure qu'une longue tresse de tes cheveux roulée autour de ta tête et rattachée avec une aiguille d'or, à la manière des villageoises de Berne. Non, le soleil orné de tous ses rayons n'a pas l'éclat dont tu frappais les yeux et les coeurs, et sûrement quiconque te vit ce jour-là ne t'oubliera de sa vie. C'est ainsi, ma Julie, que tu dois être coiffée; c'est l'or de tes cheveux qui doit parer ton visage, et non cette rose qui les cache et que ton teint flétrit. Dis à la cousine, car je reconnais ses soins et son choix, que ces fleurs dont elle a couvert et profané ta chevelure ne sont pas de meilleur goût que celles qu'elle recueille dans l'Adone, et qu'on peut leur passer de suppléer à la beauté, mais non de la cacher.##A l'égard du buste, il est singulier qu'un amant soit là-dessus plus sévère qu'un père; mais en effet je ne t'y trouve pas vêtue avec assez de soin. Le portrait de Julie doit être modeste comme elle. Amour! ces secrets n'appartiennent qu'à toi. Tu dis que le peintre a tout tiré de son imagination. Je le crois, je le crois! Ah! s'il eût aperçu le moindre de ces charmes voilés, ses yeux l'eussent dévoré, mais sa main n'eût point tenté de les peindre; pourquoi faut-il que son art téméraire ait tenté // de les imaginer? Ce n'est pas seulement un défaut de bienséance, je soutiens que c'est encore un défaut de goût. Oui, ton visage est trop chaste pour supporter le désordre de ton sein; on voit que l'un de ces deux objets doit empêcher l'autre de paraître; il n'y a que le délire de l'amour qui puisse les accorder; et quand sa main ardente ose dévoiler celui que la pudeur couvre, l'ivresse et le trouble de tes yeux dit alors que tu l'oublies, et non que tu l'exposes.##Voilà la critique qu'une attention continuelle m'a fait faire de ton portrait. J'ai conçu là-dessus le dessein de le reformer selon mes idées. Je les ai communiquées à un peintre habile; et, sur ce qu'il a déjà fait, j'espère te voir bientôt plus semblable à toi-même. De peur de gâter le portrait, nous essayons les changements sur une copie que je lui en ai fait faire, et il ne les transporte sur l'original que quand nous sommes bien sûrs de leur effet. Quoique je dessine assez médiocrement, cet artiste ne peut se lasser d'admirer la subtilité de mes observations; il ne comprend pas combien celui qui me les dicte est un maître plus savant que lui. Je lui parais aussi quelquefois fort bizarre: il dit que je suis le premier amant qui s'avise de cacher des objets qu'on n'expose jamais assez au gré des autres; et quand je lui réponds que c'est pour mieux te voir tout entière que je t'habille avec tant de soin, il me regarde comme un fou. Ah! que ton portrait serait bien plus touchant, si je pouvais inventer des moyens d'y montrer ton âme avec ton visage, et d'y peindre à la fois ta modestie et tes attraits! Je te jure, ma Julie, qu'ils gagneront beaucoup à cette réforme. On n'y voyait que ceux qu'avait supposés le peintre, et le spectateur ému les supposera tels qu'ils sont. Je ne sais quel enchantement secret règne dans ta personne; mais tout ce qui la touche semble y participer; il ne faut qu'apercevoir un coin de ta robe pour adorer celle qui la porte. On sent, en regardant ton ajustement, que c'est partout le voile des grâces qui couvre la beauté; et le goût de ta modeste parure semble annoncer au coeur tous les charmes qu'elle recèle.
653	Rousseau	Julie	Mon ami, j'ai remis à M. d'Orbe un paquet qu'il s'est chargé de t'envoyer à l'adresse de M. Silvestre, chez qui tu pourras le retirer ; mais je t'avertis d'attendre pour l'ouvrir que tu sois seul et dans ta chambre. Tu trouveras dans ce paquet un petit meuble à ton usage.##C'est une espèce d'amulette que les amants portent volontiers. La manière de s'en servir est bizarre ; il faut la contempler tous les matins un quart d'heure jusqu'à ce qu'on se sente pénétré d'un certain attendrissement ; alors on l'applique sur ses yeux, sur sa bouche, et sur son coeur : cela sert, dit-on, de préservatif durant la journée contre le mauvais air du pays galant. On attribue encore à ces sortes de talismans une vertu électrique très singulière, mais qui n'agit qu'entre les amants fidèles ; c'est de communiquer à l'un l'impression des baisers de l'autre à plus de cent lieues de là. Je ne garantis pas le succès de l'expérience ; je sais seulement qu'il ne tient qu'à toi de la faire.##
775	Dorat	Malheurs	Craignez, craignez ceux qui vous parlent un autre langage que le mien ; ceux qui abusent d'une dignité extérieure, d'une sorte d'usage, et d'un malheureux jargon pour fasciner des yeux déjà éblouis, tourner en ridicule des conventions | respectables, et détruire insensiblement dans les coeurs les plus honnêtes l'instinct précieux de la nature. Je vous plains, si vous vous trompez au modèle de ce portrait, il faut connaître ses ennemis.
776	Dorat	Malheurs	A propos, Ombert mon fermier m'est venu voir : il m'a amené sa fille, cette petite Claudine que vous appeliez votre bonne amie : elle était parée et n'en avait pas besoin. Figurez-vous une taille un peu forte, mais bien prise, des yeux brillants du feu de la santé, des joues fortement colorées et des lèvres qui font envie. Elle a un amoureux qui ferait d'elle un portrait plus détaillé ;  mais moi, j'aime mieux la doter que la peindre. Elle a un air de sagesse qui m'a séduite et l'on m'assure que sa conduite y répond ; on la propose pour modèle aux filles de son âge. Sous des habits villageois, elle s'attire les hommages et les respects de tous ceux qui l'approchent. Je compte la marier incessamment avec celui qu'elle aime ; c'est le fils d'un laboureur estimé qui a déjà succédé aux travaux de son père et qui, dit-on, héritera de ses vertus. Leur union m'attendrit d'avance ; la noce se fera dans mon château, je serai ravie que leur bonheur commence sous mes auspices. 
793	Dorat	Sacrifices	Oserois-je vous demander, madame, pourquoi vous dites tant de mal des femmes ? Il est singulier que j'aie à les défendre contre vous. Je leur trouve, moi, une philosophie charmante, une prudence à toute épreuve, du calme dans le coeur... Tant de courage pour combattre ce qu'elles inspirent ! Ah, que notre raison est folle ! Et que leur folie est sensée ! Elles jouent avec les passions qui nous tourmentent, nous font croire tout ce qu'elles veulent, ne veulent rien croire de nous, et nous désesperent en attendant qu'elles nous oublient. Nous avons juré tous deux de faire des portraits, mais il falloit bien que je défendisse les femmes. Vous prouvez qu'il en est de parfaites. (I:16) 
819	Sénac	L'Émigré	En voilà assez long ; vous allez me dire : lorsqu'on commence un roman on doit faire le portrait du héros, et je vais me conformer à cette invariable coutume. Il s'appelle le marquis de Saint Alban. Il est grand, bien fait, à ce que je crois, car souvent j'ai trouvé bonne grâce à des gens qu'on me disait n'être pas bien faits ; il paraît avoir vingt-cinq à vingt-six ans ; ses cheveux sont blonds, ses yeux et ses sourcils noirs ; sa physionomie annonce de la vivacité et de la douceur ; il porte un habit rouge brodé d'or, avec des revers et parements noirs également brodés, c'est l'uniforme des Gens d'armes. Adieu, ma chère amie, donnez-moi de vos nouvelles.
826	Sénac	L'Émigré	
846	Sénac	L'Émigré	le portrait peint du Commandeur [...] le portrait de son beau-frère ; [...] Le Commandeur sera en cuirasse, et tiendra d'une main son bouclier sur lequel seront ses armes avec leurs supports et sa devise, qui exprime en langue teutonique à peu près ces mots : les ai:eux montrent la voie. (Saint-Alban, 217)
862	Sénac	L'Émigré	les maximes comme un tableau de l'âme Si vous n'usez pas de mes maximes, elles seront pour vous ce qu'est le portrait d'une personne qui nous fut chère, ou qui du moins nous a aimé, elles me rappelleront à votre souvenir : leur ensemble forme en quelque sorte le tableau de mon âme. (Le comte de Saint-Alban, 357) 
909	Louvet	Année	Et je n'en ai été point la dupe ! Il y a dans sa figure... vous savez comme je suis physionomiste !... elle est jolie, sa figure ! mais il y a quelque chose dans les traits qui annonce un sang... cette fille-là a du tempérament, et je l'ai bien vu !... 
910	Louvet	Année	-- Mon ami, l'amour est un enfant qui s'amuse de ses métamorphoses : il fit de mademoiselle du Portail une vierge folle ; il fit de la marquise de B*** un jeune homme imprudent. Ah ! puisse le comte de Florville te paraître aussi aimable que mademoiselle du Portail me sembla jolie ! -- Aussi aimable ?... bien davantage ! -- Oh ! non, répondit-elle, en se mirant avec complaisance, en me considérant avec tendresse : oh ! non. Vous êtes mieux, mon ami, plus grand, plus dégagé : il y a dans votre air quelque chose de hardi, de martial... -- Oui, maman ; et, si j'en crois un grand physionomiste, quelque chose de plus nerveux... -- Faublas, laissez là monsieur le marquis...
955	Nerciat	Félicia	
963	Nerciat	Félicia	Sylvino le peintre Sylvino, que la fortune de sa femme mettait à même de ne travailler que de réputation, faisait peu de tableaux ; mais ils étaient tous excellents ; son genre était l'histoire et rarement il peignait le portrait. Bien né d'ailleurs, ayant un esprit fecond et cultivé et beaucoup d'usage du monde, il était non seulement chéri des femmes, mais encore recherché des hommes. 
976	Nerciat	Félicia	portrait d'Eléonore Je suis minutieuse, et je ne puis me corriger de ce défaut, qui conduit à la prolixité. Il faut que je trace le portrait de cette demoiselle Éléonore. C'était une belle fille, un peu brune à la vérité, mais pourvue des attraits que comporte cette couleur. Une stature au-dessus de la médiocre, des yeux beaux, mais durs ; une bouche dédaigneuse et déplaisante quoique régulièrement bien formée. La taille était ce qu'on avait de mieux, mais un maintien guindé, théâtral, en diminuait l'agrément. En tout, Éléonore était une de ces femmes dont on dit : Pourquoi ne plaît-elle pas ?
989	Sade	Journées	les quatre actrices dont il s'agit ici jouent un rôle très essentiel dans ces mémoires, nous croyons, dussions-nous en demander pardon au lecteur, être encore obligé de les peindre. Elles raconteront, elles agiront : est-il possible, d'après cela, de les laisser inconnues ? Qu'on ne s'attende pas à des portraits de beauté, quoiqu'il y eût sans doute des projets de se servir physiquement comme moralement de ces quatre créatures. Néanmoins, ce n'était [sic] pas leurs attraits ni leur âge qui décidaient ici : c'étaient [sic] uniquement leur esprit et leur expérience, et il était, dans ce sens-là, impossible d'être mieux servi qu'on ne le fut.
992	Sade	Journées	Voici les noms qu'on donna à ceux qui restèrent [parmi les jeunes garçons], leur âge, leur naissance et le précis de leur aventure, car pour les portraits, j'y renonce : les traits de l'Amour même n'étaient sûrement pas plus délicats et les modèles où l'Albane allait choisir les traits de ses anges divins étaient sûrement bien inférieurs. 
999	Sade	Journées	
1049	Sade	Aline	Le comte me serra la main, partagea ma douleur, la respecta et la servit ; bien différent en cela de ces ministres ordinaires, qui tout bouffis d'une vaine gloire, accordent à peine à un homme le temps de peindre ses malheurs, le repoussent avec dureté, et comptent au rang de leurs moments perdus ceux que la bienséance les oblige à prêter l'oreille aux malheureux.##Gens en place, voilà votre portrait : vous croyez nous en imposer en alléguant sans cesse une multitude d'affaires, pour prouver l'impossibilité de vous voir et de vous parler ; 
1060	Sade	Aline	
1080	Mercier	L'An deux mille	Je passai dans la salle où se trouvaient les portraits des académiciens, tant anciens que modernes. Je contemplai les portraits de ceux qui doivent succéder aux académiciens actuellement vivans ; mais pour ne chagriner personne, je me garderai bien de les nommer. 
1109	Sade	Aline	Nous rentrâmes dans la ville, et nous informant de la maison de l'alcai:de du quartier de notre auberge, nous fûmes lui porter nos plaintes et lui demander des conseils.##Dom Laurent de Pardénos était un de ces hommes dont la physionomie douce et minaudière cache une âme atroce et corrompue, un de ces prévaricateurs comme il y en a tant, qui ne voient dans la place qu'ils occupent, que ce qui peut les conduire le plus vite à étancher la soif de leur luxure ou de leur avarice, à qui tous les moyens sont bons, pourvu qu'ils fassent tomber dans leurs filets celui qui les implore, si quelque chose de ce malheureux peut assouvir leurs passions. Fourbe adroit, endurci à tous les maux de son prochain, les voyant sans les soulager ou ne les secourant que par l'espoir d'en venir à ses vues, effréné libertin, grand hypocrite, scélérat profond, tel était le respectable magistrat chez lequel nous nous rendîmes, pour informer contre les fripons qui nous réduisaient à l'aumône*.* Le portrait n'est pas chimérique ; peut-être d'autres polices que celle de Lisbonne en ont-elles offert l'original. Voyez le mot Sartine, dans le Dictionnaire des grands coquins. (480) 
1155	Mirabeau	Conversion	Enfin Mme l'abbesse arrive à la grille, et l'essaim disparaît par discrétion et par respect. Sacredieu, la charmante figure !... Lis son portrait, lis et meurs d'envie. ##Elle achêve à peine son cinquième lustre ; la fleur de la santé s'unit sur son visage à celle de la jeunesse. Un teint brillant, des yeux les plus beaux du monde et noirs comme jais ; la bouche mignonne et bordée de roses ; des dents d'ivoire qu'un sourire enchanteur laisse admirer... Au reste, un genre de coquetterie inconnu dans le monde, réservé pour le cloître. Sa robe tissue d'une gaze diaphane se drape en longs replis ; une ceinture dorée semble moins faite pour marquer sa dignité, que pour faire valoir une taille divine. La batiste la plus blanche forme son bandeau ; sa guimpe se replie pour dessiner des tempes et arrondir davantage un ovale délicieusement tracé ; elle s'échappe ensuite et voltige au gré des zéphyrs ; mille amours nichés ça et là, rentrent, sortent, ébouriffent tout ; et n'en va que mieux.##-- Est-ce que tu t'aviserais de faire le second tome d'Abélard ? -- Ma foi, je n'en sais rien... Mais dussé-je chanter clair, je foutrai ma charmante abbesse, ou nous verrons pourquoi.- un lustre = cinq années, l'abbesse n'a donc à peine vingt-cinq ans. 
1195	Mercier	L'An deux mille	Les gens de lettres.  En sortant de la bibliothéque, un particulier, qui ne m'avait pas dit un mot depuis trois heures, m'arrêta, et nous liâmes conversation ensemble. Elle tomba sur les gens de lettres. ##J'en ai peu connu de mon temps, lui dis-je ; mais ceux que j'ai fréquentés étaient doux, honnêtes, modestes, pleins de probité. Auraient-ils eu des défauts, ils les rachetaient par tant de qualités précieuses qu'il aurait fallu être incapable d'amitié pour ne point s'attacher à eux. L'envie, l'ignorance et la calomnie ont défiguré le caractère des autres : car tout homme public est exposé aux sots discours du vulgaire ; tout aveugle qu'il est, il prononce hardiment. Les grands, privés pour la plupart de talens comme de vertus, étaient jaloux de ce qu'ils attachaient les regards de la nation, //273 et feignaient de les mépriser. Ces écrivains avaient encore à combattre le goût dédaigneux du public, qui d'autant plus avare de louanges qu'il était riche de leurs travaux, abandonnait quelquefois des chef-d'oeuvres pour aller s'extasier à quelques plates boufonneries. Enfin ils avaient besoin du plus grand courage pour se soutenir dans une carrière où l'orgueil des hommes leur offrait mille dégoûts ; mais ils ont bravé et l'insolent mépris des grands, et les propos imbéciles du vulgaire : la renommée juste, en flétrissant leurs adversaires, a couronné leurs nobles efforts. ##-- Je les reconnais à ce portrait, me dit poliment mon interlocuteur. Les gens de lettres sont devenus les citoyens les plus respectables. Tous les hommes éprouvent le besoin d'être émus, attendris ; c'est le plaisir le plus vif que l'ame puisse goûter. C'est à eux que l'état a confié le soin de développer ce principe des vertus. En peignant des tableaux majestueux, attendrissans, terribles, ils rendent les hommes plus susceptibles de tendresse, et les disposent en perfectionnant leur sensibilité à toutes les grandes qualités dont elle est l'origine. 
1272	Sade	Aline	"-- Eh bien ! continue cette fille adorée, en me remettant un portefeuille superbe... tenez, je veux que ceci ne soit destiné que pour mes lettres... je vous défends de l'employer à d'autre usage... ""##Je saisis ce meuble précieux... je le baise... je le dévore... un ressort part, et le portrait de mon Aline vient enivrer à la fois mon âme et mes yeux. Au bas de ce portrait chéri, son sang... le sang de la divinité que j'idolâtre, avait tracé deux lignes, qui s'imprimèrent aussitôt dans mon âme ; c'est d'après elle, c'est d'après ce sanctuaire où règne à jamais son image, que je vais les offrir à tes yeux : Pensez toujours à moi, et que cette idée soit la base de toutes vos actions. Les voilà, les lignes chéries, les voilà, Déterville : puisse me réduire en poudre la main de l'Éternel, au moment où ce qu'elles contiennent ne fera pas la loi de ma vie. (731) "
1365	Mirabeau	Conversion	Un de mes amis, chez lequel j'arrive, tient un assez grand état ; il a une chasse superbe, de beaux droits ; sa maison est ancienne ; il en a soutenu l'état au service avec honneur ; sa femme a été belle ; il y paraît encore... Mais pour ce couple-là, c'est Philémon et Baucis. Ne croyez pas qu'elle soit dévote : non, la plaisanterie l'amuse ; elle recevra des vers galants parce qu'elle sait y répondre ; une gaieté douce qui fait son caractère, la rend l'âme des sociétés ; elle y inspire le sentiment et le respect... Voilà, sur mon honneur, un portrait vrai, et vous savez que je suis peu panégyriste ; elle est trop modeste pour me lire ; mais du moins son mari lui rendra témoignage que j'ai trouvé à Villers, ce que j'ai cherché vainement dans beaucoup d'endroits : la réunion des talents et des vertus.
1378	Mirabeau	Conversion	"Portrait physique et moral d'Euphrosie Dans la même maison, mais dans un corps de logis séparé du mien, la femme d'un colonel vivait très retirée ; [...]  Ma visite fut courte, mais le premier pas était beaucoup ; je continuai ; je la vis plus fréquemment ; bientôt je n'en bougeai pas. La marquise était douce et complaisante ; elle ne se rebutait pas de détails cent fois répétés ; elle s'attendrissait et pleurait avec moi ; ma douleur devint moins amère ; le sentiment de ce que je devais à cette aimable ami me fit une douce habitude de la reconnaissance... -- Ahi... gare l'amour. -- Hélas, mon enfant, tu as raison. Une liaison intime, une confiance sans borne entre une femme de vingt-deux ans charmante, et un jeune homme y conduisent infailliblement. Enfin te voilà à l'amour parfait. Belle chute, mon ami, belle chute ! -- Non, je ne ferai point le langoureux Philinte. La marquise n'est pas de ces femmes qui se plaisent au merveilleux ; jolie sans vouloir le paraître, vraiment bonne et sensible, aussi séduisante qu'on peut l'être et toujours égale, cette femme adorable n'est cependant pas heureuse. Son mari, comme trop de nos militaires, néglige un trésor qu'il possède pour courir après des guenons. [...]##La marquise, à tout l'éclat de la jeunesse, joint une taille imposante ; elle paraîtrait colossale, si elle était moins bien proportionnée. Cinq pieds quatre pouces, pieds nus ; le plus beau corps du monde ; une gorge ravissante ; le bras, les mains potelés ; une physionomie qui sans être la beauté, renferme mille grâces que n'a point une belle ; une irrégularité piquante ; des cheveux gros comme le bras, et qui lui descendent jusqu'aux pieds : voilà son portrait.##Personne ne sait mieux qu'Euphrosie manier le ridicule, sans la bonté de son coeur, elle serait caustique ; mais elle craint de faire de la peine, même à ceux qui l'auraient offensée, si le respect qu'elle inspire le permettrait à l'audace. Chaque jour son esprit m'étonnait d'avantage. Sa modestie lui faisait trouver étranges les marques de mon admiration... ""Mais, mon ami, m'a-t-elle dit vingt fois, tu te rendras ridicule ; sans cesse tu me vantes, tu t'extasies sur des choses si simples !... Tout le monde en dirait autant.""##Mais son âme... Comment te peindre cette âme tout aimante qui n'a d'existence que pour les sentiments nobles et tendres : c'est par eux qu'elle sort de ce calme inaltérable et doux qui la caractérise dans la société ; c'est là qu'elle puise cette chaleur qui la rend si touchante, si dévouée, si sublime en amour. Euphrosie est aussi voluptueuse que tendre ; mais elle est toujours décente ; elle est pure, elle est chaste : et voilà pourquoi sans doute je ne connus jamais de jouissance égale. ##Ne vous attendez pas à m'en voir esquisser le tableau. Que le voile du mystère couvre à jamais nos plaisirs... "
1500	Du Laurens	Imirce	L'après-midi je passai dans le cabinet d'Ariste, je vis un tableau où était peint un grand sauvage avec une longue queue, des cornes à la tête &amp; des griffes qui paraissaient de très vilaines manchettes. Je demandai ce que signifiait ce portrait ? c'est le Diable, me dit Ariste, ou le Manitou, nous le peignons ainsi pour nous faire peur, comme les enfants, qui font des masques de papier pour s'épouvanter les uns les autres. 
1562	Louvet	Émilie	portrait du curé J'ai reçu ta lettre aujourd'hui, ma soeur ; j'y vois avec sensibilité que, seulement sur le portait que je t'ai fait de mon oncle, tu as conçu pour lui beaucoup d'estime. Sans doute il doit y avoir dans son état, comme tu le remarques fort bien, très peu d'hommes d'un caractère à la fois aimable et bon comme le sien. Cependant je m'étonne un peu de ce qu'en me parlant de son ami, tu bornes son éloge à me dire que je parais avoir pour ce jeune homme une amitié toute particulière. Oui, ma soeur, et c'est qu'il la mérite ! C'est que personne n'en est aussi digne que lui ! Mais vous, à ma place ! vous-même, Dorothée, pourriez-vous, dites-le moi, je vous en prie, pourriez-vous lui refuser un vif attachement ? Comment donc ! Est-ce que je ne lui aurais pas rendu justice dans mes | lettres ? Est-ce que j'aurais négligé de te le peindre tel qu'il est ? Ce serait de ma part une omission bien inexcusable !##Que je ne t'aie rien dit de ses talents, de ses grâces, de sa beauté, de la foule des avantages extérieurs dont il brille, je le conçois : il n'y a rien là qui puisse nous intéresser beaucoup ni l'une ni l'autre. Mais que je ne me sois pas empressée de te présenter le ravissant tableau de ses inclinations douces, de ses moeurs innocentes ; que je ne t'aie pas vanté comme il le fallait toutes les qualités de son coeur, toutes les vertus de sa belle âme ; voilà ce que tu ne devrais pas me pardonner ; voilà de ces injustices dont je n'aurais jamais cru pourvoir me rendre coupable !##En effet, n'est-il pas surprenant que ce jeune homme, qui pourrait sans aucun risque appeler sur lui l'examen du censeur le plus austère, ait pour les défauts d'autrui cet excès d'indulgence qu'on serait parfois tenté de nommer faiblesse ? n'est-il pas très extraordinaire que lui, qui ne se permettrait pas la plus petite offense contre son ennemi mortel, ne garde aucun ressentiment des torts d'un ami ? N'est-ce pas une chose admirable, enfin, que cette extrême sensibilité de son coeur, jointe à l'inaltérable douceur de son caractère ? Je veux t'en rapporter un trait tout nouveau, Dorothée.
1574	Louvet	Émilie	Ah, vous pourrez vous glorifier d'avoir pour belle soeur une des plus charmantes femmes du monde ! Tenez ! tenez ! j'ai, de mémoire, dessiné son portrait. Une esquisse très imparfaite sans doute ! Pourtant mon plus grand plaisir est d'en multiplier les copies. Je n'en ai que trois encore ! Eh bien je consens á vous en donner une. Je vous l'envoie, mon frère ; et c'est un vrai sacrifice que je vous fais.##[Dolerval à Murville]  Vous avez du talent, mon frère, beaucoup de talent. La miniature est si ressemblante que j'en ai failli pâmer d'étonnement et de joie. Vous la connaissez bien, puisque vous la peignez ainsi de mémoire : heureusement pour vous je la connais mieux.##[Murville à Dolerval] 
1604	Sade	Justine	"''Voilà une fille, Monseigneur, dit mon guide, elle nous paraît être ce qui vous convient : ""Voilà une fille, Monseigneur, dit mon guide, elle nous paraît être ce qui vous convient : elle est douce, elle est honnête, et ne demande qu'à se placer ; nous espérons que vous en serez content. -- C'est bon, dit le comte en me regardant à peine : vous fermerez les portes en vous retirant, Saint-Louis, et vous direz que personne n'entre que je ne sonne"" ; ensuite, le comte se leva, et vint m'examiner. Pendant qu'il me détaille, je puis vous le peindre : la singularité du portrait mérite un instant vos regards. Monsieur De Gernande était alors un homme de cinquante ans, ayant près de six pieds de haut, et d'une monstrueuse grosseur. Rien n'est effrayant comme sa figure, la longueur de son nez, l'épaisse obscurité de ses sourcils, ses yeux noirs et méchants, sa grande bouche mal meublée, son front ténébreux et chauve, le son de sa voix effrayant et rauque, ses bras et ses mains énormes ; tout contribue à en faire un individu gigantesque, dont l'abord inspire beaucoup plus de peur que d'assurance. Nous verrons bientôt si le moral et les actions de cette espèce de centaure répondaient à son effrayante caricature. "
1691	Rétif	Découverte	société en voyage Au mois de novembre 1776, je pris la diligence de Lyon, pour revenir à Paris. Nous étions huit dans la voiture, un Bénedictin, un Comédien, deux Actrices, un Avocat, un Négociant, un Je-ne-sais-quoi, et Moi ; sans compter un Singe, six Chiens, trois Perroquets, deux Perruches, un Angola, et les Individus humains qui garnissaient l'impériale. Le Bénédictin était le plus grand consommateur de tabac d'Espagne qu'il y ait en Europe, le meilleur gourmet, et le plus fin connaisseur en bons morceaux. Celle des deux actrices qui faisait les Reines, était aussi libertine que la-R**, à qui elle ressemblait pour la figure, au point que je l'avais d'abord prise pour elle, et aussi méchante que la-S**. La Soubrette était sérieuse, mélancolique, réglée dans ses discours, et presqu'aussi aimable que la délicate Fannier. L'Acteur était un tragédien aussi bel-homme que P--il, et jouant aussi mal, d'une fatuité, d'une insolence qui pourrait, mais que ne doit pas se comparer à celle de... L'Avocat, que je reconnus, malgré son travestissement, était un Homme célèbre, que je n'estime guère, et que j'aime encore moins, hai:, persécuté, persécuteur, calomniateur même. Le Négociant était un bon homme, fort riche, très simple, buvant bien, mageant bien, dormant encore mieux, ronflant comme quatre, et prenant presqu'autant de tabac que le Bénédictin, avec lequel il s'entretenait des choses d'ici-bas. Le Je-ne-sais-quoi était un homme ni vieux ni jeune, ni beau ni laid, ni gras ni maigre, ni grand ni petit, qui ne paraissait ni riche ni pauvre, ni spirituel ni sot, qui ne parlait ni trop, ni trop peu, qui mangeait de tout, était de tout d'accord, et dont toutes les actions annonçaient qu'il n'aimait ni hai:ssait rien au monde. Reste Moi. Ce Moi est un Original trop singulier pour n'en pas dire un mot. Qu'on se représente un petit Homme, qui se tient si gauchement qu'il paraît contrefait ; dont l'air triste et rêveur, la tête enfoncée entre deux hautes épaules, la démarche vague et indéterminée représentent assez au naturel un Acéphale de la Guyane [note]; | qui seul, comme en société, s'entretient avec ses pensées, au point d'éclater de rire, de crier, de pleurer, sans que la Compagnie puisse se douter du sujet ; timide et brutal à l'excès ; aimant le plaisir, et dédaignant par orgueil les Objets qui peuvent le procurer ; prêchant la tolérance, et ne pouvant souffrir la plus légère contradiction, etc. Voilà mon portrait non flatté, au bas duquel quelqu'un pourrait mettre L-g-t, mais je déclare que ce n'est pas moi... ##Je fus bientôt rassasié du Moine, du Comédien, et même du Négociant ; les deux Actrices furent bientôt rassasiées de moi ; de sorte qu'au bout de deux jours, il n'y avait que le Je-ne-sais-quoi avec qui je trouvasse à m'entretenir. ##[...]##-- Je me nomme le Compère Nicolas. J'ai été berger, vigneron, jardinier, laboureur, écolier, apprenti-moine, artisan dans une Ville, marié, cocu, libertin, sage, sot, spirituel, ignorant, et philosophe ; enfin je suis auteur. ##
