	author	title	pages	letter	text
1037	Sade	Aline	448	XVII	[...] ensuite, elle arrosait mes mains de ses larmes, elle me demandait mille fois pardon de [...] ensuite, elle arrosait mes mains de ses larmes, elle me demandait mille fois pardon de toutes les peines qu'on daignait se donner pour une pauvre fille qui ne les méritait pas. L'organe flatteur de cette jeune fille, de très beaux yeux remplis de sentiment, un air d'innocence, de vérité répandu dans toute sa physionomie, et qui place, pour ainsi dire, son âme sur les traits de sa jolie figure... tout cela, mon ami, intéresse involontairement pour elle ; ses malheurs achèvent d'attendrir et il devient réellement impossible de ne pas désirer qu'elle soit heureuse. Aline, à qui l'on a expliqué, des aventures de Sophie, tout ce que permettait la décence, l'a prise dans une amitié très singulière ; il faut l'arracher du chevet de son lit ;  elle veut lui donner ses bouillons, elle voudrait y coucher, si on la laissait faire ; mais une chose plus extraordinaire, ô Valcour ! c'est qu'il est impossible de ne pas observer entre ces deux jeunes personnes un air de famille : il est frappant. Eugénie et Mme de Senneval ont fait la même remarque ; je l'avait faite avant elles. Mme de Blamont en avait été émue au premier coup d'oeil. En te peignant les traits qui les rapprochent, tu te figureras encore mieux cette Sophie. D'abord, elles ont absolument le même tour de visage, la même bouche, positivement le même air dans leur ensemble : Sophie a, comme ton Aline, ces superbes cheveux châtain clair, tirant un peu sur le blond, le même éclat dans la peau, et toutes deux, enfin, paraissent avoir le même fonds de caractère. Sophie adore Aline, elle la conjure à tout moment de ne point prendre tant de soins s'elle, et laisse voir en même temps tout le chagrin qu'elle aurait si celle-ci lui accordait sa demande. 
1072	Sade	Aline	646-647	XXXV	
1082	Diderot	Religieuse	325		
1084	Sade	Aline	738	XXXVIII	[...] Fallieri était trop riche, et avait trop de monde à ces ordres, pour que sa proie pût lui [...] Fallieri était trop riche, et avait trop de monde à ces ordres, pour que sa proie pût lui échapper. Et quel était l'homme, grand Dieu ! quel était le monstre qui voulait me ravir à mon amant ! Je ne saurais vous le peindre sans dégoût, ni me le rappeler sans horreur. Tout ce que la nature peut réunir de traits difformes, elle l'avait à plaisir rassemblé, pour en composer cet homme effrayant ; et si quelque chose pouvait l'emporter encore sur ce physique épouvantable, c'était et l'esprit et le coeur de ce libertin de profession. Ne vous imaginez point que l'amour eût part aux démarches de ce vilain homme ; il avouait hautement qu'il ne l'avait jamais connu. Guidé par son intempérance, n'aspirant qu'à la contenter, tout ce qui avait quelques attraits, devenait égal à ces yeux ; le billet que j'avais reçu était un écrit circulaire, dont le style était toujours le même, et après lequel on employait d'autres moyens, si celui-là ne réussissait pas. (411) 
1085	Sade	Aline	741	XXXVIII	Dolcini --  c'était le nom du chirurgien qui me soignait -- était un homme d'environ trente ans, d'une belle figure et d'une caractère doux et honnête ; sitôt que je crus m'apercevoir que son âme s'ouvrait en ma faveur, que non seulement il plaignait ma situation, mais qu'il s'attendrissait même sur les maux que devaient suivre mon rétablissement, je lui peignis ma reconnaissance avec des termes si vifs, que les expressions pénétrant son coeur, finirent bientôt par l'embraser... Dolcini devint amoureux. (414) 
1124	Castilhon	Zingha	66-68		Dans la partie la plus méridionale de l'Éthiopie, au-delà des plaines embrasées du Zanguebar, est un vaste pays, aride, inhabité. Depuis la formation du globe, ces contrées, l'effroi des hommes &amp; des animaux, sont couvertes de sable perpétuellement soulevé par les vents. L'ame plus agité par la haine &amp; par la fureur, que les sables de ces syrthes ne le sont par les vents, Zingha se commet sans pâlir dans ces tristes régions. Là, trop voisin de la terre, le soleil en brûle la surface, &amp; la | poussiere enflammée étouffe dans leur germe &amp; consume les végétaux. La bienfaisance des dieux ne s'étend point sur ce malheureux continent ; la nature y languit, &amp; dédaigne de varier par la richesse &amp; l'agrément de ses productions, le sol que jamais n'y change de face. Libre dans son impétuosité le vent regne sur ces plaines arides, s'y déchaîne, &amp; ne trouvant aucun obstacle qui contraigne sa violence, éleve jusqu'au dessus de l'athmosphere des nuages de sable qui obscurcissent le jour. Les tourbillons de flamme que vomit le Vésuve sont moins impétueux que ces fiers ouragans. Leur violence ne peut rien contre la valeur intrépide de la reine d'Angola, qui n'ayant pour se garantir des dangers qui l'environnent, que son arc &amp; ses flèches, marche sans crainte, mais non sans difficulté, au milieu de ce vaste désert. Sappée par la fougue | des aquilons, la terre se dérobe sous ses pieds chancellans, &amp; les tourbillons de poussiere qui du haut de l'athmosphere, retombent devant elle, lui présentent à chaque instant le plus affreux spectacle, celui de son tombeau ; car, combien n'a-t-elle pas à craindre, si la terreur pouvoit pénétrer dans son ame, de rester ensevelie sous des monceaux de sable ? De tems en tems, la force des rayons du soleil suspend la violence des ouragans, &amp; paroit enchaîner leur fureur ; mais de nouveaux dangers succedent à ceux de la tempête. L'ardeur de ces rayons enflamme l'air que le souffle des vents rafraîchissoit. [...]##--##intervient exactement au moment où Zingha va s'y rendre. En fait, la motivation narrative intervient ici au milieu de la description, mais pas encore au début! 
1132	Mirabeau	Conversion	979		Mais ma chaste dondon en paie plus d'un ; aussi bientôt après ma facile victoire, je me fais présenter chez Mme Honesta (famille presque éteinte). Tout y respire la pudeur et l'honnêteté ; tout prêche l'abstinence, jusqu'à son visage, dont la tournure, quoique assez piquante, n'a cependant aucun de ces détails qu'inspire la tendresse. Mais elle a des yeux, de la physionomie, une taille qui serait trop maigre, si toute l'habitude du corps ne s'y proportionnerait pas. Je ne louerai pas sa gorge, quoiqu'une gaze qui s'est dérangée m'ait permis de l'entrevoir du lointain ; ses bras sont un peu longs, mais ils sont flexibles : on pourrait souhaiter une jambe plus régulière ; telle qu'elle est, un joli pied la termine. Nous avons des grands airs, des nerfs, des migraines, un mari que l'on ne voit qu'à table ; des gens discrets, de l'esprit bizarre, capricieux, mais vif ; mais, quelquefois ne ressemblant qu'à soi... Pardieu ! allez-vous me dire celle-là ne vous payera pas... Oh que si ! parce qu'elle est vaniteuse, parce qu'elle se pique de générosité, parce qu'elle veut primer.
1159	Léonard	Amants	31	VIII	Je suis dévorée de mélancolie, et le Ciel aussi sombre que mon ame y ajoute encore : depuis deux jours il tombe des torrens de pluie. (Lettre 8, Thérèse à Constance)
1167	Léonard	Amants	68-69	XXIII	tableau de la belle nature Votre ami vint hier chez moi, à cinq heures : je l'attendais. Nous sortîmes sur le champ &amp; nous prîmes la route de la campagne. La soirée était charmante : nous marchions lentement et en silence : le hasard nous conduisit sur une colline élevée, d'où l'on découvrait une partie de la ville ; la beauté du lieu nous y fixa {nous séduisit, &amp; nous y arrêtâmes, 1784}. La Saône coulait à nos pieds dans une plaine superbe, et baignait cette longue file d'habitations élégantes qui forme une perspective | enchanteresse. J'ai remarqué souvent, ma chère fille, que les tableaux de la belle nature portent dans l'ame une paix secrète, et font se taire les passions. M. Faldoni restait immobile, et les yeux fixés dans l'éloignement sur le côté de la ville qu'il appercevait ; il crut découvrir votre maison, et il laissa tomber quelques larmes. Demain, me dit-il, à la même heure je serai loin de là. Il se leva. Ne restons pas ici ; cette vue me désespère, et je sens mes résolutions // s'évanouuir, Nous fîmes plusieurs pas : il se tourna tout-à-coup, et tendant les bras vers cette maison qu'il croyait voir, O Dieu ! s'écriait-il, aidez-moi à m'arracher de ce lieu funeste ! Mais pourquoi fuir ? pourquoi me forcez-vous de partir ? Il s'assit sur le gazon. [longue discussion] Il descendit de la colline, et je le perdis bientôt de vue. Puisse ce premier effort de courage être pour tous deux un gage de bonheur !(Lettre 23, Curé à Thérèse)
1173	Léonard	Amants	82-84	XXVII	J'ai obtenu du Concierge la permission de me promener quelquefois dans les jardins, et j'ai commencé, ce matin même, à les parcourir : j'étais seul, et m'amusais à graver sur les arbres des vers de | Pétrarque. Un jour, quand elle viendra dans ce bocage, ses yeux se porteront peut-être sur ces expressions de l'amour, et mon souvenir se réveillera dans son ame. Quel ravissement j'éprouvais à rêver le long de ce canal bordé de jonquilles et ombragé par des touffes de lilas, sur cette terrasse d'où je découvrais tout l'horizon, et dans ces allées de vieux tilleuls qui forment au bout des parterres un réduit impénétrable au jour ! Je suis bien sûr que Thérèse en fait son asyle chéri ; on y respire un calme, une sérénité, un sentiment de plaisir, et je ne sais quelle langueur qui semble appeler la tendresse ; je n'en veux plus sortir : je m'y établirai le matin, avec des livres, un crayon et du papier : je lirai, je dessinerai, j'écrirai, je marcherai : à midi, je dînerai chez le Concierge, et le soir je retournerai dans mon hermitage.##O mon ami ! quelle est donc la magie des passions ! tout s'embellit de leur présence, tout prend une face nouvelle : elles créent d'autres cieux, d'autres terres, d'autres enchantements ; on ne voit plus comme les autres hommes, on ne sent plus comme eux... Hélas, j'oublie en ce moment les tourments | que ces impérieuses passions traînent à leur suite. Homme indulgent et vertueux, ne dédaignez point cet épanchement nécessaire d'un coeur trop aimant et trop malheureux. (suite et fin de la Lettre 27, Faldoni au Curé){O mon ami ! quelle est donc la magie des passions ! tout s'embellit de leur présence ! aux yeux d'un amant qu'elles enflamment, l'univers prend une face nouvelle : on est transporté sous d'autres cieux, dans des terres inconnues, au milieu des jardins &amp; des palais d'Alcine ; on ne voit plus comme les autres hommes ; on ne sent plus comme eux..., 1784 : un arbre, une fleur, un ruisseau, tout enchante ! Ah ! je plains bien l'homme indifférent ! il est privé du plus grand charme de la vie.} (édition de 1784: suite et fin de la Lettre 27, Faldoni au Curé)
1177	Léonard	Amants	104-105	XXXI	Il tombe ici des pluies continuelles. Je reviens souvent inondé de ma promenade : jamais le printemps ne m'a paru si triste ; on est obligé de se chauffer {de chauffer, 1784} comme dans l'hiver. Quand j'arrive chez mon hôte, je fais un grand feu ; je prends un livre, et je reste immobile au coin de la cheminée : si quelque sentiment me frappe au milieu de ma lecture, toutes mes blessures se renouvellent, et les larmes || me tombent des yeux comme deux ruisseaux. O que mon coeur est malade ! que ma tête est faible ! quand finiront mes peines ! Dois-je labourer longtemps cette triste carriere ? Ma situation corrompt {influe sur, 1784} mon humeur ; je deviens brusque, inquiet, chagrin : on diroit que la joie d'autrui m'importune ! (Lettre 31)##
1181	Léonard	Amants	111-112	XXXII	Ce matin, j'étais sorti de très-bonne heure : après avoir fait le tour du château des Ormes, je me suis enfoncé dans une vallée qui, en s'ouvrant, m'a laissé voir une plaine immense et variée par le paysage le plus champêtre : le Rhône s'y promenait avec orgueil, et semblait quitter à regret ces belles campagnes. Je marchais légèrement, et mes esprits animés par le spectacle enchanteur que j'avais sous les yeux, me | donnaient une gaieté dont je m'étonnais moi-même. 
1187	Léonard	Amants	163	XLIII	J'éprouve un noble orgueil de voir mon choix justifié par l'amitié de ce digne pasteur. Je suis fiere de l'estime que Faldoni inspire à tous ceux qui le connaissent : il m'est doux de penser que l'univers avoueroit ma foiblesse | pour le plus aimable des hommes. Qu'il est intéressant : chère cousine ! on ne peut réunir à un plus haut degré toutes les qualités sociales : je ne le vois jamais sans une secrète vénération : c'est bien lui qui me fait sentir que l'homme est né pour protéger sa compagne ! il a cet air de grandeur qui en impose à la témérité, et qui repousse l'audace ; son regard mâle et ferme annonce la hauteur de son ame ; on voit qu'il s'apprécie, et que sans trop de vanité, il sens tout ce qu'il vaut. Que toutes ces misérables conventions humaines, ces titres, ces honneurs, ces richesses, sont peu de chose auprès de la vertu et de ses distinctions personnelles ! Dans le rang le plus obscur, Faldoni eût été digne de s'asseoir sur le trône : il aime les hommes ; il est bon, généreux, sensible ; et je dis avec joie : Voilà l'époux que je me suis choisi. (Lettre 43, Thérèse à Constance)
1188	Léonard	Amants	163-164	XLIII	le paysage pastoral de l'Astrée ? Comme nous sommes voisins du Forez {Forêt, 1784}, nous avons fait, ces jours derniers, le projet d'aller | voir le rivage du Lignon et les fertiles plaines qu'il arrose : un parent de ma mère, qui possède une terre auprès de Montbrison, nous a déterminés à ce voyage. Nous sommes partis au point du jour : la matinée était charmante : le soleil, en se levant, dorait cette belle chaîne de côteaux, qui se présente quand on arrive dans le bas Forez. Nous vîmes cette vallée si fameuse par les amours d'Astrée et de Céladon : on y respirait encore un air pastoral ; les collines d'alentour étoient couvertes de troupeaux ; des bergeres qui rappellaient celles de l'Arcadie, étaient assises auprès de leurs bergers : on entendait le son des chalumeaux et le chant joyeux du pâtre qui menait ses brebis. Ah ! Constance ! que les images de la vie champêtre donnent à nos sens un calme pur ! En contemplant ces rians paysages, j'étais attendrie : les passions tumultueuses faisaient place dans mon ame à une douce mélancolie. Qu'elles étoient heureuses, me disais-je, ces Dianes, ces Astrées qui venaient couler leur vie dans la société de leurs amants ! (Lettre 43, Thérèse à Constance) 
1194	Léonard	Amants	176-177	XLIV	[...] mais la seule peinture d'une vie champêtre me ravit et m'enflamme : la vue d'une belle [...] mais la seule peinture d'une vie champêtre me ravit et m'enflamme : la vue d'une belle campagne fait sur moi l'impression la plus vive : je ne vois jamais un pré fleuri, un bois touffu, un vallon couvert d'ombre et de verdure, sans ouvrir mon ame à des voluptés inexprimables ; c'est un calme intérieur, un tranquille abandon, une molle indolence que je ne puis vous peindre. Dans cet air pur et balsamique | chargé de l'esprit des fleurs et de l'odeur végétale de toutes les plantes, je respire avec liberté ; je sens se dilater mes organes &amp; mon sang couler avec aisance : mes pensées sont plus faciles, mon esprit plus léger, mon coeur plus paisible ; (Lettre 44, F aT) 
1211	Léonard	Amants	210		le tableau du soleil levant, le chant de mille oiseaux, la mollesse et la fraîcheur de l'air, et je ne sais quelle volupté répandue sur toute la nature, disposaient le coeur à s'attendrir. Je m'enfonçais dans l'épaisseur des bois avec Louise ; sa soeur, occupée à cueillir des fraises, nous perdit ; elle nous appela longtemps ; nous revînmes enfin ; mais avec la rougeur sur le front, et j'avais de plus le remords dans l'ame. (Mémoires de Faldoni)
1212	Léonard	Amants	222		le tableau riant d'un printemps éternel et d'une nouvelle nature.
1217	Léonard	Amants	249-250	LIII	Depuis que je ne vous vois plus, je ne sais ce que je deviens : je parcours les bois et les rochers ; je cherche tous les endroits où je vous ai vue ; je repasse sur ces promenades charmantes que nous faisions tous les jours ; je ne vois qu'un désert immense. Le déclin de l'automne ajoute à la noirceur de mes pensées ; ces feuilles qui tombent de toutes parts, cette campagne flétrie, ces images de deuil et de désolation me remplissent de terreur ; je soupire de me trouver seul au milieu des ravages du temps : cette puissance destructive répandue dans l'univers me fait songer au moment où vous et moi ne serons plus. Hier... (voir suite) (Lettre 53, Faldoni à Thérèse)##
1221	Léonard	Amants	294-295	LX	Nous étions si près du bonheur ! quels projets nous faisions pour l'avenir ! quel brillant horizon s'offrait à nos espérances ! La mort est venue ; elle a soufflé sur ces fantômes, et l'enchantement a disparu ! Le monde ne m'offre plus qu'un désert et des ruines : là c'était un palais, ici des jardins ; on foule des tombeaux ; on passe à travers des ronces, et on arrive par des chemins affreux aux bords d'un vaste abîme où tout va s'engloutir. Eh bien ! cet abîme, il est tout près ; | je le vois ; j'y touche, et je ne sais quel mouvement inconnu me pousse à m'y précipiter. Je roule dans ma tête les desseins les plus noirs... (Lettre 60, Thérèse à Constance)
1223	Léonard	Amants	312	LXIII	Elle resta jusqu'au soir, assise à la même place, et la tête appuyée sur ses mains. Il commençait à se former un orage violent qui a duré toute la nuit. Le vent sifflait dans les voûtes du château avec un bruit épouvantable ; la grêle frappait contre les fenêtres ; on entendait le mugissement des montagnes éloignées. Nous étions tous rangés auprès du feu : on proposa des jeux ; on folâtra ; on rit, et on oublia l'orage. (Lettre 63, de la femme de chambre de Thérèse au comte de Saint-Cyran; après le suicide)
1224	Léonard	Amants	316	LXIII	Elle ne cessait de jeter des yeux sur sa montre : elle a ouvert la fenêtre : il faisait encore nuit ; le temps s'était éclairci, et l'on voyait briller les étoiles. Elle s'est appuyée contre la croisée, et a tenu la vue fixée sur la plaine : elle marquait un peu d'émotion, quand elle entendait le pas de quelques voyageurs. (Lettre 63, de la femme de chambre de Thérèse au comte de Saint-Cyran; après le suicide) 
1228	Léonard	Amants	326-327	LXIV	Qu'on me jette au fond de quelque solitude abandonnée, loin du fanatique insultant qui foulerait ma cendre avec dedain ; et puissé-je y reposer auprès de la vertueuse compagne à qui vous avez voulu m'unir ! que nos corps soient couverts du même gazon, et protégés par le même arbre ! voilà mes voeux ; daignez les remplir ! [...] |##J'ai remarqué dans mes promenades un lieu sauvage qui nous convient : il est planté de saules, coupé par des ruisseaux, et entouré de collines qui lui forment un abri. J'ai visité ce désert comme on va voir une terre où l'on doit habiter : il m'a paru propre aux méditations religieuses ; il attirera peut-être des ames sensibles qui viendront y soupirer leur peines, y pleurer leurs amours, y regretter leurs félicités passées, et l'aspect de nos tombeaux nourrira leur mélancolie. Peut-être, si la pitié nous couvre d'une tombe modeste, et qu'elle y grace notre histoire, on ous plaindra d'avoir aimé. (Lettre 64, Faldoni au Curé, posthume)
1229	Léonard	Amants	337-338	LXIV	"Quelle nuit terrible ! tous les vents sont déchaînés ! l'obscurité, la pluie, la grêle, une inondation générale font de la nature une scène d'horreur ! Je viens de sortir pour jouir de ma dernière soirée. J'errais sur les bruyères et dans les ruisseaux gonflés par le déluge qui tombait du ciel ; je respirais l'orage ; j'élevais mes bras ; et je criais : Vents ! tempête ! ouragan ! tonnez sur moi ! Je n'ai plus rien à perdre. Des fantômes paraissaient marcher sur la plaine ; je distinguais les ombres de Louise, de Suzanne et de son père ; elles semblaient monter sur les météores enflammés, et mêler leurs voix au sifflement des vents. Je courais vers ces esprits ténébreux ; je brûlais de me perdre avec eux dans le chaos des éléments. [...] |##La tempête redouble ! le ciel est comme une mer en fureur. J'entends le bruit des arbres fracassés et le mugissement lugubre qui sort des montagnes. Quelques étoiles brillent dans l'obscurité des nuées et s'éteignent subitement. Hélas ! la nature se couvre du deuil pour le départ de deux de ses enfants ! La voilè cette lune que j'ai tant aimée ! sa lumière brille sur le château des Ormes, sur cette cage infernale où gémit un coeur aussi navré que le mien... Elle éclaire maintenant le bosquet dont j'ai pris possession. Adieu, bel astre à qui je devais de si douces promenades ! tu brilleras bientôt sur le gazon de ma tombe... Je cherche des yeux le berceau de Justine que Thérèse a visité, le banc où elle s'est assise... Tout est caché dans les ténèbres... Voilà comme je serais demain ; enseveli dans une nuit éternelle, froid, insensible !... L'univers changera de face ; les empires se renouvelleront ; les années, le siècles passeront sur moi, et je serai toujours là ! les rossignols chanteront à mes côtés dans les nuits de mai ; la fraîche haleine du matin soufflera sur ma couche ; le printemps fera reverdir les saules qui m'ombrageront ; il fleurira jusqu'à l'herbe dont je | serai couvert, et je resterai seul inanimé !...(Lettre 64, Faldoni au Curé, posthume, écrite samedi soir ""à neuf heures"" tard dans la nuit?) "
1270	Sade	Aline	1040-41	LXV	N'apercevant rien aux environs, et voyageant toujours au jasard dans les routes écartées de ce bois, je n'eus d'autre partie à prendre, pour découvrir d'un peu loin, que de gravir un arbre, et d'observer de son sommet s'il ne se présentait nul asile... Je n'en vis point... Cependant mes forces s'épuisaient... l'agitation cruelle de mon âme m'empêchait d'éprouver la faim, mais j'étais anéanti de fatigue. Je sentis bien qu'il me devenait impossible d'aller plus loin, et ne voulant point couché [sic, Pleiade?] sur la route, je m'enfonçai dans l'épaisseur du bois... À peine y suis-je, que la nuit la plus sombre étend ses voiles sur toutes les parties de la forêt ; peu à peu la voûte de l'atmosphère se couvre de nuages qui augmentent l'effroi de l'obscurité ; quoique la saison fût peu avancée, des éclairs sillonnant la nue, m'annoncent un orage affreux ; les vents sifflent... leurs prodigieux efforts brisent les arbres autour de moi... le feu céleste éclate de toutes parts... vingt fois il tombe à mes côtés... vingt fois je me crois assez heureux pour toucher à ma dernière heure, quand tout à coup le son d'une infinité de cloches lugubres vient prêter à cette scène douloureuse toute l'horreur dont elle est susceptible. De noires chimères achèvent d'égarer ma raison... Ce déchaînement de toute la nature... ce silence épouvantable qui n'est troublé que par le mugissement des airs, par les éclats de la foudre, et par ce bruit majestueux de l'airain, tristement élancé vers le ciel, me fait craindre que je ne sois pas le seul que menace en ce jour la colère de Dieu.##Infortuné ! m'écriai-je... elle est morte ; et ces sinistres devoirs, dont les accents plaintifs viennent frapper mon oreille, n'ont pour objet que mon Aline... Mille fantômes semblent alors voltiger près de moi... je crois distinguer parmi eux l'ombre chérie que j'idolâtre, et lorsque je veux me précipiter vers elle, un torrent de flammes l'enveloppe et la fait disparaître à mes yeux... Je me roule à terre, je désire que ce sol inondé que je presse, s'entrouvre pour me recevoir ; et ma raison m'abandonnant tout à fait, je demeure le reste de la nuit dans cette attitude de la douleur et du désespoir.##Les vents se calment enfin, l'étoile brille... le ciel s'éclaircit... et mon âme, qui vient d'être le jouet des éléments mutinés, comme les chênes qui m'environnent, ose se rouvrir à l'espérance, comme leurs rameaux courbés sous l'aquilon impétueux, se redéveloppent avec majesté dans les airs.##Je me remets en route [...]. (728-729)##
1273	Sade	Aline	1048	LXVI	Nous ne doutâmes pas, de ce moment, qu'elle ne fût ici la surveillante que le président a placée près de nous... Nous la garderons pourtant, ma mère veut être fidèle aux conventions... mais nous saurons nous méfier... Je ne sais... depuis que nous sommes ici... je trouve à cette créature quelque chose d'égaré dans les yeux... elle les a superbes, et cependant ils effrayent. Elle avait autrefois de la candeur... une sorte de décence et d'honnêteté dans le maintien qui relevaient l'éclat de ses attraits... tout cela n'est plus aujourd'hui que dela fierté, de l'indécence et de l'immodestie... Oh ! comme le vice enlaidit ! Cette malheureuse était belle, étant sage... elle a toujours la même figure, et l'on ne la voit plus sans dégoût... Voilà donc l'ouvrage de la séduction... de la débauche ; et le caractère du crime est tellement ennemi de | la nature, que partout où s'impriment les traits odieux de l'un, tous les agréments de l'autre, ou disparaissent ou se flétrissent. (735 et 737 (gravure sur la page 736)) 
1322	Bernardin	Paul	1238		
1330	Bernardin	Paul	1263		Un de ces étés qui désolent de temps à autre les terres situées entre les tropiques vint étendre ici ses ravages. C'était vers la fin de décembre, lorsque le soleil au capricorne échauffe pendant trois semaines l'Ile de France de ses feux verticaux. Le vent du sud-est qui y règne presque toute l'année n'y soufflait plus. De longs tourbillons de poussière s'élevaient sur les chemins, et restaient suspendus en l'air. La terre se fendait de toutes parts ; l'herbe était brûlée ; des exhalaisons chaudes sortaient du flanc des montagnes, et la plupart de leurs ruisseaux étaient desséchés. Aucun nuage ne venait du côté de la mer. Seulement pendant le jour des vapeurs rousses s'élevaient de dessus ses plaines, et paraissaient au coucher du soleil comme les flammes d'un incendie. La nuit même n'apportait aucun rafraîchissement à l'atmosphère embrasée. L'orbe de la lune, tout rouge, se levait, dans un horizon embrumé, d'une grandeur démesurée. Les troupeaux abattus sur les flancs des collines, le cou tendu vers le ciel, aspirant l'air, faisaient retentir les vallons de tristes mugissements. Le Cafre même qui les conduisait se couchait sur la terre pour y trouver de la fraîcheur; mais partout le sol était brûlant, et l'air étouffant retentissait du bourdonnement des insectes qui cherchaient à se désaltérer dans le sang des hommes et des animaux.
1331	Bernardin	Paul	1264-65		
1332	Bernardin	Paul	1265		Le premier désir de Virginie fut de revoir le lieu de son repos. Paul s'approcha d'elle d'un air timide, et lui présenta son bras pour l'aider à marcher. Elle l'accepta en souriant, et ils sortirent ensemble de la case. L'air était frais et sonore. Des fumées blanches s'élevaient sur les croupes de la montagne sillonnée çà et là de l'écume des torrents qui tarissaient de tous côtés. Pour le jardin, il était tout bouleversé par d'affreux ravins ; la plupart des arbres fruitiers avaient leurs racines en haut ; de grands amas de sable couvraient les lisières des prairies, et avaient comblé le bain de Virginie. Cependant les deux cocotiers étaient debout et bien verdoyants ; mais il n'y avait plus aux environs ni gazons, ni berceaux, ni oiseaux, excepté quelques bengalis qui, sur la pointe des rochers voisins, déploraient par des chants plaintifs la perte de leurs petits.##A la vue de cette désolation, Virginie dit à Paul : 
1336	Bernardin	Paul	1277-78		Quoique cette enceinte de rochers paraisse derrière nous presque perpendiculaire, ces plateaux verts qui en divisent la hauteur sont autant d'étages par lesquels on || parvient, au moyen de quelques sentiers difficiles, jusqu'au pied de ce cône de rochers incliné et inaccessible, qu'on appelle le Pouce. A la base de ce rocher est une esplanade couverte de grands arbres, mais si élevée et si escarpée qu'elle est comme une grande forêt dans l'air, environnée de précipices effroyables. Les nuages que le sommet du Pouce attire sans cesse autour de lui y entretiennent plusieurs ruisseaux, qui tombent à une si grande profondeur au fond de la vallée, située au revers de cette montagne, que de cette hauteur on n'entend point le bruit de leur chute. De ce lieu on voit une grande partie de l'île avec ses mornes surmontés de leurs pitons, entre autres Piterboth et les Trois-Mamelles avec leurs vallons remplis de forêts; puis la pleine mer, et l'île Bourbon, qui est à quarante lieues de là vers l'Occident. Ce fut de cette élévation que Paul aperçut le vaisseau qui emmenait Virginie. Il le vit à plus de dix lieues au large comme un point noir au milieu de l'océan. Il resta une partie du jour tout occupé à le considérer: il était déjà disparu qu'il croyait le voir encore; et quand il fut perdu dans la vapeur de l'horizon, il s'assit dans ce lieu sauvage, toujours battu des vents, qui y agitent sans cesse les sommets des palmistes et des tatamaques. Leur murmure sourd et mugissant ressemble au bruit lointain des orgues, et inspire une profonde mélancolie. Ce fut là que je trouvai Paul, la tête appuyée contre le rocher, et les yeux fixés vers la terre. 
1358	Mirabeau	Conversion	1020		Je me couchai roulant à part ces vastes projets. La moire tapissait la chambre, le goût l'avait assortie, la simplicité, la propreté scrupuleuse y régnaient, et la mollesse y reposait sur le duvet le plus fin. Je ne dormis point ; j'étais enchanté, enivré... Une légère indisposition, peut-être de commande, retint le lendemain Mme l'abbesse au lit. 
1367	Mirabeau	Conversion	1032		Lassé de fesser des lièvres et de tuer des lapins ; plus fatigué encore du ton des campagnards, je m'enfuis sur les bords de la Somme. Là, un antique château bien noir, bien triste, bien vilain, atteste que depuis l'an treize cent, il est le logis des hiboux et des chouettes du canton. Le vieux baron qui l'habite ne déroge point à si bonne compagnie ; son humeur est révêche, sa figure hideuse, son corps usé... Pour de l'esprit, son arbre généalogique l'a dispense d'en avoir. Grand liseur de gazettes, grand politiqueur, se faisant monseigneuriser par ses valets, par un curé, qui, ainsi que lui, sait, pour toute érudition, marquer un cent de piquet ; mangeant peu, dormant moins, et jaloux comme un tigre d'une jolie personne que trois mots de latin avaient baronisée. 
1372	Mirabeau	Conversion	1044		"Près de lui, voyez cet abbé... Quoi ! vous rougissez pour lui ? Il a l'intérieur d'un infâme, l'extérieur d'un sacripant ; mais il est rampant comme un valet ; il porte le vit d'un mulet ; il sera mitré ; pour crossé, vingt fois il le fut dans sa vie. Voyez les bubons qui couvrent son front, son nez tacheté de rubis... ""Fruits de la guerre !"" s'écrie-t-il en embrassant Martin qui sait si bien que souris qui n'a qu'un trou est bientôt prise.##Eh bien ! eh bien ! Turcaret qui devient tendre..."
1379	Mirabeau	Conversion	1067		Mon imagination était allumée, ma tête exaltée, mon coeur inondé de tristesse. Je pris un parti violent, et sans communiquer à qui que ce soit mon dessein, je montai à cheval et courus chercher la Trappe pour y ensevelir le reste de mes jours.##Le Ciel semblait conjuré contre moi. Un orage affreux m'oblige de m'arrêter à Verneuil : j'étais percé, je n'avais rien pour me changer ; je me jette dans une auberge pour me sécher, et rendu de fatigue je me résous bientôt a y passer la nuit. Seul dans ma chambre, je broyais du plus beau noir possible : l'histoire de l'abbé de Rancé me montait au quatrième ciel. Je ne voyais rien de si beau que ces longs cimetières dont quelques lampes sépulcrales perçaient à peine les sombres horreurs ; j'entendais cette cloche funèbre qui semble appeler la mort ; je la voyais s'avancer à pas lents ; Comminge et Euphrosie étaient devant mes yeux ; je prenais le travail pénible de mon imagination délirante pour l'héroi:sme de la vertu ; j'allais enfin m'enfoncer dans ces demeures funèbres, où gémissent tant de malheureuses victimes des préjugés ou des passions... Je le voulais, la Providence ne le voulut pas.##Absorbé dans mes sombres réflexions, je n'apercevais pas une très jolie fille de l'auberge [...]. 
